%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,0.8303,1.6133,395325,2.4437
DATA,0.7659,1.5999,395361,2.3659
DATA,0.8110,1.5890,395386,2.4001
DATA,0.7916,1.5564,395411,2.3480
DATA,0.7105,1.6522,395435,2.3627
DATA,0.7488,1.4706,395460,2.2194
DATA,0.7666,1.4549,395484,2.2216
DATA,0.7118,1.3821,395509,2.0939
DATA,0.7466,1.6863,395533,2.4329
DATA,0.8117,1.5273,395558,2.3391
DATA,0.7669,1.4956,395582,2.2625
DATA,0.6247,1.3904,395607,2.0151
DATA,0.6844,1.5269,395631,2.2113
DATA,0.6863,1.5681,395656,2.2544
DATA,0.5089,1.2407,395693,1.7496
DATA,0.7191,1.6333,395717,2.3524
DATA,0.8434,1.6698,395742,2.5132
DATA,0.9433,1.9494,395766,2.8926
DATA,1.0048,1.8020,395791,2.8069
DATA,0.9286,1.6945,395815,2.6232
DATA,0.6049,1.2335,395840,1.8384
DATA,0.3049,1.0841,395864,1.3890
DATA,0.5066,1.4662,395889,1.9729
DATA,1.0102,2.0485,395913,3.0587
